province,weight,gender,abortion,importance,education,location
QC,3076.93,Female,Yes,very,college,urban
QC,3076.93,Female,No,notvery,college,urban
QC,6153.85,Female,No,very,somePS,urban
QC,6153.85,Female,Yes,somewhat,college,urban
QC,3076.93,Male,No,notvery,HS,urban
QC,6153.85,Female,No,somewhat,HS,rural
QC,6153.85,Female,No,not,bachelors,rural
QC,3076.93,Female,No,somewhat,HS,urban
QC,3076.93,Male,No,notvery,lessHS,urban
QC,3076.93,Male,No,not,bachelors,rural
QC,6153.85,Male,No,not,HS,urban
QC,6153.85,Female,No,notvery,HS,urban
QC,6153.85,Female,No,somewhat,HS,rural
QC,3076.93,Female,No,not,college,urban
QC,3076.93,Male,No,notvery,college,urban
QC,9230.78,Female,No,notvery,higher,urban
QC,6153.85,Male,No,not,college,urban
QC,6153.85,Male,No,not,somePS,urban
QC,12307.71,Female,No,somewhat,college,urban
QC,6153.85,Male,No,not,higher,urban
QC,3076.93,Male,No,somewhat,lessHS,rural
QC,6153.85,Male,No,notvery,college,urban
QC,6153.85,Female,No,somewhat,HS,rural
QC,3076.93,Female,No,notvery,higher,urban
QC,3076.93,Male,No,not,bachelors,urban
QC,6153.85,Male,No,notvery,bachelors,urban
QC,6153.85,Male,No,notvery,HS,rural
QC,3076.93,Male,No,not,college,urban
QC,9230.78,Male,No,somewhat,lessHS,urban
QC,3076.93,Male,No,not,college,urban
QC,3076.93,Male,No,not,higher,urban
QC,6153.85,Female,No,not,college,urban
QC,6153.85,Female,No,very,HS,rural
QC,6153.85,Male,Yes,somewhat,HS,rural
QC,9230.78,Female,No,not,HS,rural
QC,6153.85,Female,Yes,not,HS,urban
QC,9230.78,Female,No,notvery,bachelors,urban
QC,6153.85,Male,No,not,college,urban
QC,3076.93,Female,No,somewhat,lessHS,urban
QC,3076.93,Female,Yes,somewhat,somePS,rural
QC,6153.85,Male,No,not,bachelors,urban
QC,6153.85,Male,No,not,HS,rural
QC,3076.93,Female,No,somewhat,HS,urban
QC,12307.71,Female,Yes,very,somePS,urban
QC,3076.93,Male,No,notvery,college,urban
QC,3076.93,Male,No,somewhat,somePS,rural
QC,6153.85,Male,No,notvery,somePS,urban
QC,3076.93,Female,No,somewhat,bachelors,urban
QC,6153.85,Female,No,somewhat,bachelors,rural
QC,6153.85,Female,No,somewhat,HS,rural
QC,6153.85,Female,No,somewhat,HS,rural
QC,6153.85,Male,No,very,HS,urban
QC,12307.71,Female,No,notvery,HS,rural
QC,6153.85,Male,No,very,college,rural
QC,6153.85,Male,Yes,very,lessHS,urban
QC,9230.78,Male,Yes,notvery,lessHS,rural
QC,6153.85,Male,No,not,lessHS,rural
QC,9230.78,Male,No,not,somePS,urban
QC,3076.93,Female,No,somewhat,lessHS,urban
QC,6153.85,Female,No,somewhat,bachelors,rural
QC,9230.78,Female,No,very,bachelors,urban
QC,3076.93,Male,No,very,HS,rural
QC,6153.85,Female,Yes,somewhat,lessHS,urban
QC,12307.71,Male,No,notvery,somePS,urban
QC,6153.85,Male,No,notvery,college,urban
QC,6153.85,Female,No,somewhat,college,rural
QC,12307.71,Female,No,notvery,somePS,rural
QC,6153.85,Female,No,not,HS,urban
QC,3076.93,Female,No,somewhat,lessHS,urban
QC,6153.85,Female,No,notvery,bachelors,urban
QC,6153.85,Male,No,somewhat,lessHS,urban
QC,3076.93,Male,No,not,higher,rural
QC,3076.93,Male,Yes,not,HS,urban
QC,9230.78,Female,No,notvery,HS,rural
QC,6153.85,Male,No,notvery,college,rural
QC,6153.85,Female,No,notvery,HS,rural
QC,6153.85,Male,No,not,higher,urban
QC,6153.85,Male,Yes,somewhat,college,rural
QC,6153.85,Female,No,very,HS,rural
QC,6153.85,Male,No,not,somePS,urban
QC,6153.85,Male,No,somewhat,HS,rural
QC,3076.93,Male,No,not,lessHS,urban
QC,6153.85,Male,No,not,HS,urban
QC,9230.78,Female,No,somewhat,college,urban
QC,3076.93,Male,No,not,higher,rural
QC,3076.93,Male,Yes,somewhat,HS,rural
QC,6153.85,Male,No,notvery,HS,urban
QC,6153.85,Female,No,somewhat,college,urban
QC,9230.78,Female,No,not,college,rural
QC,9230.78,Male,No,somewhat,college,rural
QC,6153.85,Female,No,not,college,rural
QC,6153.85,Male,No,somewhat,HS,rural
QC,6153.85,Male,No,not,somePS,urban
QC,3076.93,Female,No,very,higher,rural
QC,6153.85,Female,No,notvery,HS,urban
QC,3076.93,Female,No,not,somePS,urban
QC,9230.78,Female,No,notvery,HS,rural
QC,3076.93,Female,No,notvery,bachelors,urban
QC,6153.85,Female,No,notvery,HS,urban
QC,6153.85,Male,No,somewhat,college,urban
QC,6153.85,Female,No,notvery,lessHS,urban
QC,9230.78,Female,Yes,somewhat,HS,rural
QC,6153.85,Male,No,somewhat,college,rural
QC,3076.93,Male,No,very,HS,urban
QC,9230.78,Female,Yes,very,bachelors,urban
QC,3076.93,Female,No,very,lessHS,urban
QC,6153.85,Female,Yes,not,HS,urban
QC,3076.93,Male,No,somewhat,lessHS,urban
QC,6153.85,Male,No,not,college,urban
QC,9230.78,Male,No,notvery,HS,urban
QC,9230.78,Male,No,notvery,college,urban
QC,6153.85,Male,No,notvery,college,rural
QC,9230.78,Female,No,somewhat,HS,urban
QC,6153.85,Male,No,notvery,lessHS,rural
QC,3076.93,Female,No,not,higher,urban
QC,6153.85,Female,No,notvery,bachelors,rural
QC,6153.85,Male,Yes,very,somePS,rural
QC,6153.85,Female,No,not,HS,urban
QC,6153.85,Male,Yes,somewhat,HS,urban
QC,6153.85,Female,No,notvery,college,urban
QC,3076.93,Female,No,somewhat,HS,urban
QC,12307.71,Male,No,not,college,urban
QC,3076.93,Female,No,somewhat,bachelors,urban
QC,6153.85,Female,No,very,HS,rural
QC,6153.85,Male,No,not,lessHS,urban
QC,6153.85,Female,No,somewhat,college,urban
QC,3076.93,Male,No,not,HS,rural
QC,6153.85,Female,No,not,higher,urban
QC,6153.85,Male,No,somewhat,HS,urban
QC,3076.93,Female,No,somewhat,lessHS,urban
QC,9230.78,Female,No,not,college,urban
QC,6153.85,Male,Yes,somewhat,college,urban
QC,6153.85,Male,No,not,higher,rural
QC,12307.71,Female,No,very,HS,urban
QC,9230.78,Female,Yes,notvery,HS,rural
QC,6153.85,Male,No,notvery,college,urban
QC,6153.85,Female,No,notvery,college,rural
QC,6153.85,Female,No,notvery,HS,urban
QC,6153.85,Female,No,somewhat,HS,rural
QC,12307.71,Female,No,notvery,HS,rural
QC,12307.71,Male,No,notvery,HS,urban
QC,6153.85,Female,No,somewhat,bachelors,urban
QC,6153.85,Female,Yes,somewhat,bachelors,rural
QC,6153.85,Female,No,somewhat,college,urban
QC,3076.93,Male,No,notvery,somePS,urban
QC,3076.93,Female,Yes,very,college,urban
QC,3076.93,Female,No,not,somePS,urban
QC,3076.93,Female,No,notvery,HS,rural
QC,6153.85,Female,No,very,lessHS,urban
QC,6153.85,Male,No,somewhat,bachelors,urban
QC,6153.85,Female,No,not,HS,urban
QC,9230.78,Male,No,notvery,lessHS,rural
QC,9230.78,Female,No,notvery,college,urban
QC,6153.85,Male,No,somewhat,lessHS,urban
QC,3076.93,Male,No,notvery,bachelors,urban
QC,3076.93,Male,No,somewhat,lessHS,urban
QC,6153.85,Female,Yes,somewhat,HS,rural
QC,3076.93,Female,Yes,notvery,lessHS,urban
QC,6153.85,Female,No,somewhat,HS,urban
QC,6153.85,Male,Yes,notvery,somePS,rural
QC,3076.93,Male,No,not,lessHS,urban
QC,3076.93,Female,No,notvery,bachelors,urban
QC,6153.85,Male,No,notvery,college,urban
QC,6153.85,Female,No,somewhat,college,rural
QC,6153.85,Male,No,notvery,college,urban
QC,6153.85,Female,No,very,lessHS,rural
QC,6153.85,Male,No,notvery,HS,urban
QC,6153.85,Female,Yes,very,somePS,urban
QC,6153.85,Female,No,somewhat,HS,urban
QC,6153.85,Male,No,somewhat,HS,urban
QC,6153.85,Male,Yes,somewhat,lessHS,rural
QC,6153.85,Male,No,not,bachelors,urban
QC,12307.71,Male,No,not,college,rural
QC,3076.93,Female,Yes,very,lessHS,urban
QC,6153.85,Male,No,somewhat,HS,urban
QC,6153.85,Male,No,notvery,college,rural
QC,6153.85,Female,No,somewhat,bachelors,rural
QC,3076.93,Male,No,notvery,college,rural
QC,6153.85,Female,No,notvery,college,urban
QC,6153.85,Male,Yes,very,lessHS,rural
QC,3076.93,Male,No,not,bachelors,urban
QC,6153.85,Female,No,not,higher,urban
QC,6153.85,Male,No,very,HS,rural
QC,6153.85,Male,Yes,somewhat,bachelors,rural
QC,3076.93,Male,No,notvery,bachelors,rural
QC,3076.93,Female,No,not,bachelors,urban
QC,6153.85,Female,No,not,college,urban
QC,3076.93,Female,No,notvery,college,rural
QC,9230.78,Female,No,somewhat,HS,rural
QC,6153.85,Male,No,not,college,urban
QC,6153.85,Female,No,somewhat,lessHS,urban
QC,3076.93,Female,No,somewhat,lessHS,urban
QC,3076.93,Male,No,somewhat,college,urban
QC,6153.85,Male,No,notvery,college,rural
QC,6153.85,Male,No,not,bachelors,urban
QC,6153.85,Male,No,somewhat,lessHS,rural
QC,3076.93,Male,Yes,not,HS,urban
QC,6153.85,Male,Yes,very,lessHS,urban
QC,6153.85,Male,No,somewhat,college,urban
QC,6153.85,Female,No,notvery,college,urban
QC,6153.85,Female,No,somewhat,college,urban
QC,6153.85,Female,No,notvery,HS,rural
QC,3076.93,Female,No,somewhat,somePS,urban
QC,6153.85,Male,No,not,higher,urban
QC,6153.85,Male,No,somewhat,HS,urban
QC,6153.85,Female,No,not,bachelors,urban
QC,6153.85,Female,No,notvery,bachelors,urban
QC,3076.93,Female,No,not,lessHS,urban
QC,3076.93,Female,No,not,HS,rural
QC,9230.78,Male,No,not,higher,urban
QC,3076.93,Female,No,somewhat,lessHS,urban
QC,6153.85,Female,No,not,college,urban
QC,6153.85,Female,No,notvery,bachelors,urban
QC,3076.93,Male,No,somewhat,lessHS,urban
QC,3076.93,Female,No,very,lessHS,urban
QC,6153.85,Male,No,not,college,rural
QC,6153.85,Female,No,somewhat,HS,rural
QC,3076.93,Female,No,not,bachelors,urban
QC,3076.93,Male,No,not,HS,urban
QC,6153.85,Male,No,not,higher,urban
QC,6153.85,Male,No,notvery,bachelors,urban
QC,3076.93,Male,No,somewhat,bachelors,urban
QC,9230.78,Female,No,not,somePS,urban
QC,3076.93,Male,No,not,lessHS,urban
ON,8977.61,Male,No,very,higher,urban
ON,13466.42,Male,Yes,very,HS,urban
ON,17955.23,Female,No,not,higher,urban
ON,4488.81,Male,No,somewhat,somePS,urban
ON,8977.61,Female,No,somewhat,HS,urban
ON,8977.61,Male,No,somewhat,bachelors,urban
ON,4488.81,Male,No,somewhat,bachelors,rural
ON,8977.61,Female,No,not,bachelors,urban
ON,4488.81,Female,No,somewhat,college,urban
ON,13466.42,Male,No,somewhat,somePS,urban
ON,8977.61,Female,No,very,lessHS,urban
ON,8977.61,Female,Yes,somewhat,college,urban
ON,4488.81,Female,No,not,higher,urban
ON,4488.81,Female,Yes,very,lessHS,urban
ON,8977.61,Female,No,very,bachelors,urban
ON,4488.81,Male,No,not,college,urban
ON,4488.81,Female,No,very,college,urban
ON,4488.81,Female,No,somewhat,higher,urban
ON,8977.61,Female,No,somewhat,bachelors,urban
ON,8977.61,Female,Yes,very,lessHS,urban
ON,8977.61,Female,No,not,higher,rural
ON,22444.03,Male,No,not,bachelors,urban
ON,8977.61,Female,No,not,college,urban
ON,8977.61,Female,No,somewhat,somePS,urban
ON,8977.61,Male,No,notvery,HS,urban
ON,8977.61,Female,No,very,bachelors,urban
ON,17955.23,Female,Yes,very,higher,urban
ON,4488.81,Female,No,very,bachelors,urban
ON,8977.61,Female,No,somewhat,somePS,rural
ON,8977.61,Male,No,somewhat,HS,urban
ON,8977.61,Male,No,somewhat,bachelors,urban
ON,8977.61,Female,No,notvery,higher,urban
ON,13466.42,Female,Yes,very,HS,urban
ON,4488.81,Female,No,somewhat,HS,urban
ON,8977.61,Male,No,notvery,higher,urban
ON,8977.61,Female,No,very,bachelors,urban
ON,4488.81,Male,Yes,very,lessHS,urban
ON,8977.61,Male,No,very,higher,urban
ON,4488.81,Male,Yes,very,bachelors,rural
ON,4488.81,Female,No,not,somePS,urban
ON,8977.61,Female,Yes,somewhat,lessHS,urban
ON,8977.61,Male,No,very,bachelors,urban
ON,4488.81,Female,No,somewhat,bachelors,urban
ON,4488.81,Female,No,somewhat,higher,urban
ON,8977.61,Male,No,not,higher,urban
ON,13466.42,Male,No,not,college,urban
ON,8977.61,Male,No,not,bachelors,urban
ON,8977.61,Female,No,very,bachelors,urban
ON,8977.61,Male,Yes,very,college,urban
ON,8977.61,Female,No,somewhat,somePS,urban
ON,4488.81,Male,No,not,somePS,urban
ON,17955.23,Female,No,very,HS,urban
ON,17955.23,Female,No,notvery,bachelors,urban
ON,22444.03,Male,No,somewhat,somePS,urban
ON,4488.81,Male,No,very,HS,urban
ON,13466.42,Female,No,very,bachelors,urban
ON,4488.81,Female,No,not,HS,urban
ON,8977.61,Male,No,very,bachelors,urban
ON,17955.23,Female,No,not,somePS,rural
ON,8977.61,Female,No,notvery,HS,urban
ON,4488.81,Female,Yes,very,HS,urban
ON,22444.03,Female,No,very,HS,urban
ON,8977.61,Male,No,somewhat,bachelors,urban
ON,8977.61,Female,No,very,lessHS,urban
ON,4488.81,Male,No,notvery,HS,urban
ON,8977.61,Female,No,very,college,urban
ON,4488.81,Male,Yes,very,higher,urban
ON,4488.81,Female,No,very,somePS,urban
ON,4488.81,Female,No,notvery,HS,urban
ON,8977.61,Female,Yes,very,bachelors,urban
ON,17955.23,Male,Yes,very,somePS,urban
ON,8977.61,Male,No,somewhat,higher,urban
ON,8977.61,Male,Yes,not,college,urban
ON,8977.61,Female,No,notvery,higher,urban
ON,8977.61,Female,No,notvery,college,urban
ON,13466.42,Male,No,somewhat,bachelors,urban
ON,8977.61,Female,No,not,bachelors,urban
ON,4488.81,Female,No,somewhat,college,urban
ON,13466.42,Male,No,not,college,urban
ON,8977.61,Female,Yes,very,bachelors,urban
ON,8977.61,Female,No,very,college,urban
ON,13466.42,Male,No,very,college,urban
ON,8977.61,Male,No,notvery,bachelors,urban
ON,8977.61,Female,No,not,bachelors,urban
ON,17955.23,Female,No,notvery,college,urban
ON,13466.42,Female,No,notvery,bachelors,urban
ON,4488.81,Male,Yes,very,HS,urban
ON,8977.61,Female,No,somewhat,bachelors,urban
ON,8977.61,Female,No,somewhat,bachelors,urban
ON,4488.81,Male,No,very,higher,urban
ON,8977.61,Male,Yes,somewhat,HS,urban
ON,8977.61,Female,No,not,higher,urban
ON,8977.61,Female,Yes,very,bachelors,urban
ON,4488.81,Female,Yes,very,bachelors,urban
ON,22444.03,Female,Yes,very,bachelors,urban
ON,4488.81,Female,No,not,HS,urban
ON,8977.61,Female,No,not,bachelors,urban
ON,8977.61,Male,No,very,lessHS,urban
ON,22444.03,Male,No,not,bachelors,urban
ON,13466.42,Male,No,somewhat,bachelors,urban
ON,8977.61,Female,No,notvery,bachelors,rural
ON,8977.61,Male,Yes,very,higher,rural
ON,4488.81,Male,No,notvery,HS,urban
ON,8977.61,Female,Yes,very,somePS,urban
ON,4488.81,Female,No,very,lessHS,urban
ON,22444.03,Male,No,very,bachelors,urban
ON,17955.23,Female,Yes,very,somePS,urban
ON,8977.61,Female,No,very,college,urban
ON,13466.42,Female,No,notvery,somePS,urban
ON,4488.81,Male,No,not,somePS,urban
ON,8977.61,Male,No,not,lessHS,rural
ON,4488.81,Female,No,somewhat,HS,urban
ON,26932.84,Male,No,somewhat,college,urban
ON,4488.81,Female,No,very,HS,urban
ON,8977.61,Female,No,very,somePS,urban
ON,4488.81,Female,No,notvery,somePS,urban
ON,8977.61,Male,No,very,somePS,urban
ON,4488.81,Female,No,somewhat,HS,urban
ON,8977.61,Female,No,very,college,urban
ON,4488.81,Male,No,notvery,higher,urban
ON,4488.81,Female,No,not,HS,urban
ON,4488.81,Female,No,somewhat,somePS,urban
ON,17955.23,Female,No,very,somePS,urban
ON,4488.81,Female,No,somewhat,college,urban
ON,4488.81,Female,No,very,somePS,urban
ON,4488.81,Male,No,not,bachelors,urban
ON,8977.61,Male,No,somewhat,HS,urban
ON,13466.42,Female,No,somewhat,HS,urban
ON,13466.42,Male,No,notvery,somePS,urban
ON,4488.81,Female,Yes,very,lessHS,urban
ON,4488.81,Female,No,very,HS,urban
ON,8977.61,Female,No,not,higher,urban
ON,22444.03,Female,No,very,HS,urban
ON,4488.81,Male,No,not,bachelors,urban
ON,8977.61,Male,Yes,not,higher,urban
ON,13466.42,Female,No,very,lessHS,urban
ON,4488.81,Male,Yes,somewhat,HS,urban
ON,8977.61,Female,Yes,very,HS,urban
ON,8977.61,Male,No,not,higher,urban
ON,4488.81,Female,No,somewhat,somePS,rural
ON,13466.42,Female,Yes,very,somePS,urban
ON,13466.42,Female,No,somewhat,lessHS,rural
ON,8977.61,Female,Yes,very,somePS,urban
ON,8977.61,Female,No,very,bachelors,urban
ON,17955.23,Female,Yes,very,HS,urban
ON,8977.61,Male,No,somewhat,lessHS,urban
ON,4488.81,Female,Yes,notvery,college,urban
ON,4488.81,Female,No,very,HS,urban
ON,4488.81,Female,No,very,higher,urban
ON,4488.81,Female,No,very,bachelors,urban
ON,17955.23,Female,Yes,very,somePS,urban
ON,8977.61,Female,No,not,higher,urban
ON,8977.61,Female,No,not,HS,urban
ON,8977.61,Female,No,somewhat,bachelors,urban
ON,4488.81,Male,No,notvery,bachelors,urban
ON,17955.23,Female,No,very,somePS,urban
ON,8977.61,Female,No,very,HS,urban
ON,8977.61,Male,No,very,higher,urban
ON,4488.81,Female,Yes,very,bachelors,urban
ON,8977.61,Female,No,somewhat,HS,urban
ON,8977.61,Female,No,somewhat,college,rural
ON,13466.42,Male,No,notvery,HS,urban
ON,8977.61,Male,No,notvery,college,urban
ON,17955.23,Male,No,not,college,urban
ON,8977.61,Female,No,not,lessHS,rural
ON,8977.61,Male,No,not,bachelors,urban
ON,8977.61,Male,No,not,higher,rural
ON,4488.81,Female,No,very,HS,rural
ON,8977.61,Male,Yes,somewhat,college,urban
ON,4488.81,Female,Yes,very,lessHS,urban
ON,13466.42,Male,No,very,lessHS,urban
ON,8977.61,Female,Yes,somewhat,college,urban
ON,8977.61,Male,No,not,bachelors,urban
ON,4488.81,Female,No,notvery,HS,rural
ON,4488.81,Male,No,somewhat,bachelors,urban
ON,8977.61,Female,No,very,HS,urban
ON,22444.03,Male,No,somewhat,college,urban
ON,8977.61,Female,No,not,bachelors,urban
ON,8977.61,Male,Yes,very,college,urban
ON,4488.81,Female,No,somewhat,college,urban
ON,22444.03,Female,Yes,very,bachelors,urban
ON,8977.61,Female,No,not,college,urban
ON,8977.61,Male,No,somewhat,HS,urban
ON,4488.81,Female,No,very,college,urban
ON,8977.61,Male,No,not,somePS,urban
ON,8977.61,Female,No,somewhat,college,urban
ON,13466.42,Male,Yes,somewhat,lessHS,urban
ON,4488.81,Female,Yes,very,HS,urban
ON,8977.61,Female,No,not,college,urban
ON,4488.81,Female,No,somewhat,bachelors,rural
ON,8977.61,Female,Yes,very,HS,urban
ON,8977.61,Female,No,somewhat,bachelors,urban
ON,8977.61,Male,No,somewhat,higher,urban
ON,8977.61,Male,No,notvery,bachelors,urban
ON,8977.61,Male,No,not,bachelors,urban
ON,8977.61,Female,No,somewhat,HS,urban
ON,8977.61,Male,No,notvery,college,rural
ON,8977.61,Male,No,somewhat,college,rural
ON,8977.61,Male,No,somewhat,bachelors,urban
ON,8977.61,Male,No,somewhat,college,urban
ON,4488.81,Male,No,notvery,somePS,rural
ON,8977.61,Female,No,not,HS,urban
ON,8977.61,Female,No,very,bachelors,rural
ON,8977.61,Female,No,somewhat,lessHS,urban
ON,8977.61,Male,Yes,very,somePS,rural
ON,4488.81,Male,No,very,somePS,rural
ON,8977.61,Male,No,very,bachelors,urban
ON,8977.61,Female,No,somewhat,higher,urban
ON,4488.81,Male,No,somewhat,college,rural
ON,8977.61,Female,No,not,bachelors,rural
ON,8977.61,Male,No,very,HS,urban
ON,4488.81,Female,No,very,somePS,rural
ON,4488.81,Female,Yes,very,HS,rural
ON,8977.61,Male,No,somewhat,somePS,urban
ON,4488.81,Female,No,very,somePS,urban
ON,8977.61,Female,No,not,bachelors,urban
ON,8977.61,Male,No,somewhat,HS,urban
ON,4488.81,Female,No,very,higher,urban
ON,4488.81,Female,No,very,higher,urban
ON,4488.81,Female,No,very,lessHS,urban
ON,8977.61,Female,Yes,very,HS,rural
ON,8977.61,Female,Yes,very,somePS,rural
ON,8977.61,Male,No,somewhat,HS,rural
ON,8977.61,Female,No,very,college,urban
ON,8977.61,Male,Yes,not,lessHS,urban
ON,8977.61,Female,No,notvery,college,urban
ON,8977.61,Female,No,very,HS,urban
ON,8977.61,Female,No,somewhat,college,urban
ON,8977.61,Male,No,not,college,rural
ON,8977.61,Female,No,somewhat,somePS,urban
ON,8977.61,Female,No,somewhat,bachelors,urban
ON,8977.61,Male,No,somewhat,college,rural
ON,8977.61,Female,Yes,very,higher,urban
ON,4488.81,Male,No,somewhat,HS,rural
ON,8977.61,Female,Yes,somewhat,HS,urban
ON,4488.81,Male,No,not,college,urban
ON,8977.61,Male,No,not,college,urban
ON,4488.81,Female,No,somewhat,HS,urban
ON,13466.42,Male,No,not,lessHS,rural
ON,8977.61,Female,No,very,college,rural
ON,4488.81,Female,No,somewhat,lessHS,rural
ON,8977.61,Female,Yes,very,lessHS,rural
ON,4488.81,Female,No,somewhat,bachelors,rural
ON,17955.23,Male,No,notvery,bachelors,urban
ON,8977.61,Female,No,not,bachelors,urban
ON,4488.81,Female,Yes,very,bachelors,urban
ON,8977.61,Male,No,not,HS,urban
ON,13466.42,Female,No,notvery,lessHS,urban
ON,8977.61,Male,Yes,very,lessHS,rural
ON,8977.61,Female,No,somewhat,lessHS,rural
ON,8977.61,Female,No,notvery,HS,rural
ON,8977.61,Female,No,notvery,lessHS,urban
ON,8977.61,Male,No,notvery,bachelors,rural
ON,8977.61,Male,No,not,college,rural
ON,8977.61,Male,No,somewhat,higher,urban
ON,13466.42,Male,No,not,college,urban
ON,13466.42,Female,No,somewhat,bachelors,urban
ON,8977.61,Male,No,somewhat,HS,rural
ON,17955.23,Male,No,very,bachelors,urban
ON,8977.61,Female,No,somewhat,somePS,urban
ON,4488.81,Female,Yes,very,HS,urban
ON,4488.81,Female,No,not,bachelors,urban
ON,8977.61,Female,No,somewhat,somePS,urban
ON,8977.61,Male,No,very,somePS,rural
ON,8977.61,Female,Yes,very,bachelors,urban
ON,17955.23,Male,No,not,bachelors,urban
ON,13466.42,Male,No,notvery,higher,urban
ON,17955.23,Female,No,somewhat,HS,urban
ON,22444.03,Male,No,not,HS,urban
ON,8977.61,Male,No,somewhat,college,urban
ON,4488.81,Male,No,somewhat,bachelors,urban
ON,13466.42,Female,No,somewhat,bachelors,urban
ON,4488.81,Male,No,somewhat,HS,urban
ON,8977.61,Female,Yes,not,college,urban
ON,8977.61,Male,No,not,somePS,rural
ON,13466.42,Female,No,very,lessHS,urban
ON,8977.61,Male,No,very,higher,urban
ON,8977.61,Male,No,not,bachelors,urban
ON,8977.61,Female,No,very,lessHS,urban
ON,8977.61,Male,No,notvery,college,urban
ON,8977.61,Female,No,very,somePS,rural
ON,13466.42,Male,Yes,very,HS,urban
ON,8977.61,Female,No,very,bachelors,rural
ON,4488.81,Female,No,notvery,college,urban
ON,8977.61,Male,No,not,college,urban
ON,8977.61,Male,No,very,somePS,urban
ON,8977.61,Male,No,very,lessHS,urban
ON,4488.81,Male,No,very,lessHS,rural
ON,4488.81,Female,No,very,college,urban
ON,4488.81,Male,Yes,very,somePS,urban
ON,4488.81,Female,No,somewhat,college,urban
ON,8977.61,Male,No,very,college,urban
ON,8977.61,Female,No,very,HS,urban
ON,8977.61,Male,No,not,lessHS,urban
ON,13466.42,Female,No,not,HS,rural
ON,4488.81,Female,No,very,college,urban
ON,4488.81,Female,No,not,lessHS,rural
ON,8977.61,Female,No,not,college,urban
ON,13466.42,Female,Yes,very,somePS,urban
ON,4488.81,Female,No,somewhat,lessHS,urban
ON,4488.81,Female,No,somewhat,bachelors,urban
ON,13466.42,Male,No,somewhat,bachelors,rural
ON,4488.81,Male,No,somewhat,somePS,rural
ON,4488.81,Female,No,very,somePS,rural
ON,8977.61,Female,No,somewhat,somePS,urban
ON,4488.81,Male,No,somewhat,bachelors,urban
ON,22444.03,Female,No,somewhat,HS,urban
ON,8977.61,Male,No,somewhat,somePS,urban
ON,8977.61,Male,No,somewhat,higher,rural
ON,8977.61,Female,No,not,bachelors,rural
ON,13466.42,Female,No,very,HS,urban
ON,8977.61,Female,No,very,lessHS,rural
ON,13466.42,Male,No,notvery,HS,urban
ON,8977.61,Female,Yes,very,HS,urban
ON,8977.61,Male,Yes,very,higher,rural
ON,4488.81,Male,No,not,college,rural
ON,8977.61,Male,Yes,very,college,urban
ON,8977.61,Female,No,very,bachelors,urban
ON,13466.42,Male,No,notvery,lessHS,urban
ON,4488.81,Male,No,somewhat,bachelors,urban
ON,4488.81,Female,Yes,very,HS,urban
ON,17955.23,Male,No,somewhat,HS,urban
ON,8977.61,Male,Yes,very,HS,rural
ON,4488.81,Male,No,very,lessHS,urban
ON,4488.81,Male,No,not,college,urban
ON,8977.61,Male,Yes,somewhat,college,rural
ON,4488.81,Female,No,very,college,urban
ON,8977.61,Male,Yes,very,lessHS,urban
ON,4488.81,Female,No,somewhat,bachelors,urban
ON,8977.61,Male,No,somewhat,lessHS,urban
ON,4488.81,Female,No,very,college,urban
ON,4488.81,Female,No,not,lessHS,urban
ON,4488.81,Female,Yes,very,lessHS,urban
ON,4488.81,Male,No,somewhat,college,urban
ON,8977.61,Female,Yes,very,HS,urban
ON,4488.81,Female,Yes,very,lessHS,rural
ON,8977.61,Female,Yes,very,HS,urban
ON,4488.81,Female,No,somewhat,HS,urban
ON,8977.61,Male,No,very,bachelors,rural
ON,8977.61,Male,Yes,somewhat,HS,urban
ON,8977.61,Male,No,somewhat,HS,urban
ON,8977.61,Male,Yes,very,bachelors,urban
ON,4488.81,Female,No,somewhat,higher,urban
ON,8977.61,Male,Yes,very,lessHS,urban
ON,8977.61,Female,No,very,bachelors,urban
ON,4488.81,Female,No,notvery,bachelors,rural
ON,26932.84,Female,Yes,very,college,urban
ON,4488.81,Female,Yes,very,college,rural
ON,8977.61,Female,No,notvery,higher,rural
ON,4488.81,Female,No,somewhat,college,urban
ON,13466.42,Female,No,very,somePS,urban
ON,8977.61,Male,No,somewhat,bachelors,urban
ON,8977.61,Female,No,very,HS,urban
ON,4488.81,Female,Yes,not,HS,urban
ON,8977.61,Female,Yes,very,higher,urban
ON,8977.61,Male,No,somewhat,lessHS,urban
ON,8977.61,Male,No,somewhat,higher,urban
ON,8977.61,Female,No,very,college,urban
ON,8977.61,Female,Yes,notvery,lessHS,urban
ON,13466.42,Female,No,not,HS,urban
ON,8977.61,Male,Yes,very,college,urban
ON,8977.61,Male,Yes,somewhat,bachelors,urban
ON,4488.81,Female,No,very,college,urban
ON,4488.81,Female,No,somewhat,lessHS,urban
ON,4488.81,Female,No,somewhat,higher,urban
ON,8977.61,Male,No,somewhat,HS,urban
ON,4488.81,Female,Yes,very,lessHS,urban
ON,8977.61,Female,No,somewhat,somePS,urban
ON,8977.61,Male,No,not,higher,urban
ON,4488.81,Female,No,not,HS,urban
ON,4488.81,Female,No,somewhat,somePS,urban
ON,8977.61,Male,No,somewhat,college,urban
ON,8977.61,Female,Yes,very,somePS,urban
ON,8977.61,Male,No,not,HS,urban
ON,13466.42,Female,No,not,HS,rural
ON,8977.61,Male,No,not,somePS,urban
ON,13466.42,Male,No,very,HS,urban
ON,8977.61,Male,No,somewhat,somePS,urban
